Datetime,Air_Temp,RH
2020-12-10 20:41,7.92,37.72
2020-12-10 20:43,7.92,37.57
2020-12-10 20:45,7.91,37.48
2020-12-10 20:47,7.92,37.41
2020-12-10 20:49,7.88,37.32
2020-12-10 20:51,7.89,37.27
2020-12-10 20:53,7.84,36.65
2020-12-10 20:55,7.87,35.78
2020-12-10 20:57,7.82,35.1
2020-12-10 20:59,7.83,34.75
2020-12-10 21:01,7.83,34.53
2020-12-10 21:03,7.79,34.33
2020-12-10 21:05,7.78,34.09
2020-12-10 21:07,7.75,33.99
2020-12-10 21:09,7.73,33.87
2020-12-10 21:11,7.75,33.76
2020-12-10 21:13,7.7,33.8
2020-12-10 21:15,7.69,33.7
2020-12-10 21:17,7.63,33.73
2020-12-10 21:19,7.61,34.95
2020-12-10 21:21,7.59,34.28
2020-12-10 21:23,7.54,34.11
2020-12-10 21:25,7.49,34.09
2020-12-10 21:27,7.44,34.68
2020-12-10 21:29,7.39,34.63
2020-12-10 21:31,7.33,35.0
2020-12-10 21:33,7.25,35.27
2020-12-10 21:35,7.18,35.21
2020-12-10 21:37,7.11,35.3
2020-12-10 21:39,7.01,35.47
2020-12-10 21:41,6.94,35.6
2020-12-10 21:43,6.89,35.97
2020-12-10 21:45,6.82,36.22
2020-12-10 21:47,6.76,36.07
2020-12-10 21:49,6.69,36.5
2020-12-10 21:51,6.66,36.37
2020-12-10 21:53,6.6,36.34
2020-12-10 21:55,6.54,36.48
2020-12-10 21:57,6.49,36.84
2020-12-10 21:59,6.43,36.88
2020-12-10 22:01,6.39,37.04
2020-12-10 22:03,6.38,37.01
2020-12-10 22:05,6.3,36.97
2020-12-10 22:07,6.26,37.39
2020-12-10 22:09,6.23,37.26
2020-12-10 22:11,6.12,37.17
2020-12-10 22:13,6.11,37.39
2020-12-10 22:15,6.07,37.31
2020-12-10 22:17,6.08,37.67
2020-12-10 22:19,6.01,37.75
2020-12-10 22:21,5.94,37.75
2020-12-10 22:23,5.93,37.64
2020-12-10 22:25,5.93,37.73
2020-12-10 22:27,5.86,37.93
2020-12-10 22:29,5.83,38.24
2020-12-10 22:31,5.81,39.67
2020-12-10 22:33,5.81,38.73
2020-12-10 22:35,5.78,38.59
2020-12-10 22:37,5.79,38.67
2020-12-10 22:39,5.79,38.48
2020-12-10 22:41,5.71,38.52
2020-12-10 22:43,5.72,38.4
2020-12-10 22:45,5.7,38.58
2020-12-10 22:47,5.69,38.41
2020-12-10 22:49,5.66,38.38
2020-12-10 22:51,5.68,38.74
2020-12-10 22:53,5.65,38.59
2020-12-10 22:55,5.6,38.35
2020-12-10 22:57,5.59,38.46
2020-12-10 22:59,5.56,38.41
2020-12-10 23:01,5.53,38.43
2020-12-10 23:03,5.51,38.67
2020-12-10 23:05,5.48,38.36
2020-12-10 23:07,5.48,38.57
2020-12-10 23:09,5.42,38.49
2020-12-10 23:11,5.41,38.46
2020-12-10 23:13,5.41,39.83
2020-12-10 23:15,5.38,39.92
2020-12-10 23:17,5.37,38.94
2020-12-10 23:19,5.34,38.76
2020-12-10 23:21,5.35,39.54
2020-12-10 23:23,5.35,39.29
2020-12-10 23:25,5.3,39.21
2020-12-10 23:27,5.28,38.8
2020-12-10 23:29,5.25,38.98
2020-12-10 23:31,5.23,38.71
2020-12-10 23:33,5.17,38.78
2020-12-10 23:35,5.13,38.76
2020-12-10 23:37,5.08,38.78
2020-12-10 23:39,5.06,38.71
2020-12-10 23:41,5.03,38.64
2020-12-10 23:43,4.96,38.78
2020-12-10 23:45,4.93,38.77
2020-12-10 23:47,4.9,38.87
2020-12-10 23:49,4.86,38.78
2020-12-10 23:51,4.83,38.87
2020-12-10 23:53,4.8,38.96
2020-12-10 23:55,4.75,39.0
2020-12-10 23:57,4.69,39.01
2020-12-10 23:59,4.64,39.03
2020-12-11 00:01,4.65,38.98
2020-12-11 00:03,4.61,39.0
2020-12-11 00:05,4.57,39.01
2020-12-11 00:07,4.53,39.05
2020-12-11 00:09,4.5,38.93
2020-12-11 00:11,4.5,39.07
2020-12-11 00:13,4.46,39.06
2020-12-11 00:15,4.44,39.2
2020-12-11 00:17,4.42,39.22
2020-12-11 00:19,4.34,39.05
2020-12-11 00:21,4.36,38.95
2020-12-11 00:23,4.27,39.02
2020-12-11 00:25,4.27,39.16
2020-12-11 00:27,4.22,39.36
2020-12-11 00:29,4.2,39.35
2020-12-11 00:31,4.18,39.38
2020-12-11 00:33,4.16,39.23
2020-12-11 00:35,4.13,39.22
2020-12-11 00:37,4.14,39.42
2020-12-11 00:39,4.06,39.42
2020-12-11 00:41,4.09,39.45
2020-12-11 00:43,4.05,39.61
2020-12-11 00:45,4.01,39.48
2020-12-11 00:47,4.02,39.35
2020-12-11 00:49,4.01,39.46
2020-12-11 00:51,3.97,39.29
2020-12-11 00:53,3.93,39.44
2020-12-11 00:55,3.91,39.47
2020-12-11 00:57,3.91,39.5
2020-12-11 00:59,3.87,39.58
2020-12-11 01:01,3.84,39.53
2020-12-11 01:03,3.83,39.58
2020-12-11 01:05,3.82,39.49
2020-12-11 01:07,3.82,39.59
2020-12-11 01:09,3.78,39.41
2020-12-11 01:11,3.79,39.29
2020-12-11 01:13,3.76,39.2
2020-12-11 01:15,3.78,39.3
2020-12-11 01:17,3.75,39.24
2020-12-11 01:19,3.72,39.23
2020-12-11 01:21,3.69,39.17
2020-12-11 01:23,3.7,39.12
2020-12-11 01:25,3.69,39.12
2020-12-11 01:27,3.64,39.2
2020-12-11 01:29,3.62,38.98
2020-12-11 01:31,3.64,38.9
2020-12-11 01:33,3.65,38.9
2020-12-11 01:35,3.6,39.19
2020-12-11 01:37,3.58,39.09
2020-12-11 01:39,3.58,39.14
2020-12-11 01:41,3.54,39.22
2020-12-11 01:43,3.54,39.22
2020-12-11 01:45,3.53,39.0
2020-12-11 01:47,3.53,39.29
2020-12-11 01:49,3.49,39.3
2020-12-11 01:51,3.48,39.21
2020-12-11 01:53,3.48,39.22
2020-12-11 01:55,3.46,39.53
2020-12-11 01:57,3.52,39.3
2020-12-11 01:59,3.48,38.88
2020-12-11 02:01,3.45,38.74
2020-12-11 02:03,3.45,38.74
2020-12-11 02:05,3.44,38.9
2020-12-11 02:07,3.44,38.96
2020-12-11 02:09,3.43,38.98
2020-12-11 02:11,3.44,39.03
2020-12-11 02:13,3.39,38.82
2020-12-11 02:15,3.39,39.02
2020-12-11 02:17,3.39,39.01
2020-12-11 02:19,3.35,39.09
2020-12-11 02:21,3.36,39.09
2020-12-11 02:23,3.41,39.04
2020-12-11 02:25,3.38,39.09
2020-12-11 02:27,3.4,39.29
2020-12-11 02:29,3.36,39.3
2020-12-11 02:31,3.4,39.25
2020-12-11 02:33,3.35,39.31
2020-12-11 02:35,3.35,39.31
2020-12-11 02:37,3.38,39.36
2020-12-11 02:39,3.38,39.29
2020-12-11 02:41,3.35,39.48
2020-12-11 02:43,3.35,39.64
2020-12-11 02:45,3.35,40.24
2020-12-11 02:47,3.33,40.97
2020-12-11 02:49,3.36,41.24
2020-12-11 02:51,3.32,40.84
2020-12-11 02:53,3.34,40.33
2020-12-11 02:55,3.32,40.03
2020-12-11 02:57,3.3,39.91
2020-12-11 02:59,3.28,39.55
2020-12-11 03:01,3.27,39.96
2020-12-11 03:03,3.26,39.8
2020-12-11 03:05,3.23,40.0
2020-12-11 03:07,3.23,39.84
2020-12-11 03:09,3.24,40.17
2020-12-11 03:11,3.23,40.3
2020-12-11 03:13,3.17,40.62
2020-12-11 03:15,3.18,40.44
2020-12-11 03:17,3.17,40.2
2020-12-11 03:19,3.15,40.09
2020-12-11 03:21,3.16,40.13
2020-12-11 03:23,3.14,40.2
2020-12-11 03:25,3.13,40.07
2020-12-11 03:27,3.16,40.11
2020-12-11 03:29,3.17,39.92
2020-12-11 03:31,3.13,39.79
2020-12-11 03:33,3.15,40.1
2020-12-11 03:35,3.12,39.85
2020-12-11 03:37,3.11,40.15
2020-12-11 03:39,3.11,39.92
2020-12-11 03:41,3.14,39.91
2020-12-11 03:43,3.1,39.86
2020-12-11 03:45,3.1,39.74
2020-12-11 03:47,3.06,39.8
2020-12-11 03:49,3.09,39.47
2020-12-11 03:51,3.08,39.65
2020-12-11 03:53,3.03,39.42
2020-12-11 03:55,3.03,39.34
2020-12-11 03:57,3.04,39.25
2020-12-11 03:59,3.01,39.39
2020-12-11 04:01,3.02,39.53
2020-12-11 04:03,2.99,39.62
2020-12-11 04:05,2.97,39.49
2020-12-11 04:07,2.96,39.78
2020-12-11 04:09,2.94,39.72
2020-12-11 04:11,2.97,39.57
2020-12-11 04:13,2.95,39.88
2020-12-11 04:15,2.91,39.72
2020-12-11 04:17,2.91,39.65
2020-12-11 04:19,2.91,39.69
2020-12-11 04:21,2.91,39.54
2020-12-11 04:23,2.91,39.56
2020-12-11 04:25,2.89,40.59
2020-12-11 04:27,2.88,40.97
2020-12-11 04:29,2.9,41.2
2020-12-11 04:31,2.88,40.95
2020-12-11 04:33,2.87,40.61
2020-12-11 04:35,2.88,40.44
2020-12-11 04:37,2.84,40.25
2020-12-11 04:39,2.85,40.38
2020-12-11 04:41,2.84,40.5
2020-12-11 04:43,2.84,40.38
2020-12-11 04:45,2.82,40.45
2020-12-11 04:47,2.8,40.38
2020-12-11 04:49,2.82,40.54
2020-12-11 04:51,2.79,40.63
2020-12-11 04:53,2.81,40.61
2020-12-11 04:55,2.78,40.57
2020-12-11 04:57,2.79,40.63
2020-12-11 04:59,2.73,40.61
2020-12-11 05:01,2.78,40.42
2020-12-11 05:03,2.73,40.14
2020-12-11 05:05,2.74,40.12
2020-12-11 05:07,2.71,40.28
2020-12-11 05:09,2.71,40.38
2020-12-11 05:11,2.7,40.52
2020-12-11 05:13,2.67,40.47
2020-12-11 05:15,2.69,40.64
2020-12-11 05:17,2.67,40.8
2020-12-11 05:19,2.62,40.55
2020-12-11 05:21,2.61,40.63
2020-12-11 05:23,2.64,40.54
2020-12-11 05:25,2.62,40.68
2020-12-11 05:27,2.64,40.54
2020-12-11 05:29,2.6,40.7
2020-12-11 05:31,2.57,40.91
2020-12-11 05:33,2.55,40.71
2020-12-11 05:35,2.56,40.7
2020-12-11 05:37,2.58,40.87
2020-12-11 05:39,2.54,40.7
2020-12-11 05:41,2.58,40.46
2020-12-11 05:43,2.5,40.42
2020-12-11 05:45,2.53,40.63
2020-12-11 05:47,2.53,40.58
2020-12-11 05:49,2.54,40.7
2020-12-11 05:51,2.55,40.62
2020-12-11 05:53,2.53,40.67
2020-12-11 05:55,2.53,40.6
2020-12-11 05:57,2.51,40.49
2020-12-11 05:59,2.52,40.55
2020-12-11 06:01,2.52,40.47
2020-12-11 06:03,2.49,40.31
2020-12-11 06:05,2.51,40.22
2020-12-11 06:07,2.47,40.2
2020-12-11 06:09,2.51,39.97
2020-12-11 06:11,2.5,39.79
2020-12-11 06:13,2.44,39.85
2020-12-11 06:15,2.43,39.87
2020-12-11 06:17,2.44,39.85
2020-12-11 06:19,2.44,39.81
2020-12-11 06:21,2.43,40.01
2020-12-11 06:23,2.43,39.98
2020-12-11 06:25,2.42,40.09
2020-12-11 06:27,2.39,40.01
2020-12-11 06:29,2.37,39.91
2020-12-11 06:31,2.38,40.91
2020-12-11 06:33,2.37,42.07
2020-12-11 06:35,2.35,41.63
2020-12-11 06:37,2.34,41.26
2020-12-11 06:39,2.32,41.44
2020-12-11 06:41,2.31,41.05
2020-12-11 06:43,2.32,40.88
2020-12-11 06:45,2.34,40.72
2020-12-11 06:47,2.29,40.29
2020-12-11 06:49,2.31,40.33
2020-12-11 06:51,2.27,40.26
2020-12-11 06:53,2.25,40.44
2020-12-11 06:55,2.25,40.54
2020-12-11 06:57,2.24,40.28
2020-12-11 06:59,2.2,40.26
2020-12-11 07:01,2.19,40.22
2020-12-11 07:03,2.16,40.13
2020-12-11 07:05,2.17,40.12
2020-12-11 07:07,2.14,40.12
2020-12-11 07:09,2.17,39.88
2020-12-11 07:11,2.15,40.01
2020-12-11 07:13,2.13,39.98
2020-12-11 07:15,2.15,40.09
2020-12-11 07:17,2.13,40.17
2020-12-11 07:19,2.15,40.34
2020-12-11 07:21,2.11,40.2
2020-12-11 07:23,2.12,40.0
2020-12-11 07:25,2.11,39.85
2020-12-11 07:27,2.13,39.79
2020-12-11 07:29,2.15,39.94
2020-12-11 07:31,2.13,39.99
2020-12-11 07:33,2.12,39.88
2020-12-11 07:35,2.15,39.94
2020-12-11 07:37,2.11,39.97
2020-12-11 07:39,2.11,39.88
2020-12-11 07:41,2.13,39.87
2020-12-11 07:43,2.1,39.97
2020-12-11 07:45,2.11,40.31
2020-12-11 07:47,2.12,41.15
2020-12-11 07:49,2.13,40.53
2020-12-11 07:51,2.11,40.1
2020-12-11 07:53,2.15,40.24
2020-12-11 07:55,2.12,40.32
2020-12-11 07:57,2.11,40.09
2020-12-11 07:59,2.1,40.04
2020-12-11 08:01,2.11,40.8
2020-12-11 08:03,2.15,40.89
2020-12-11 08:05,2.13,42.19
2020-12-11 08:07,2.13,42.25
2020-12-11 08:09,2.15,42.43
2020-12-11 08:11,2.15,42.27
2020-12-11 08:13,2.22,42.08
2020-12-11 08:15,2.19,42.37
2020-12-11 08:17,2.25,42.27
2020-12-11 08:19,2.27,41.32
2020-12-11 08:21,2.34,41.17
2020-12-11 08:23,2.37,41.82
2020-12-11 08:25,2.41,41.34
2020-12-11 08:27,2.43,44.23
2020-12-11 08:29,2.56,43.13
2020-12-11 08:31,2.62,42.55
2020-12-11 08:33,2.69,42.94
2020-12-11 08:35,2.79,42.76
2020-12-11 08:37,2.89,42.07
2020-12-11 08:39,3.08,42.0
2020-12-11 08:41,3.18,41.95
2020-12-11 08:43,3.35,41.77
2020-12-11 08:45,3.48,41.48
2020-12-11 08:47,3.62,41.46
2020-12-11 08:49,3.79,41.51
2020-12-11 08:51,3.98,40.84
2020-12-11 08:53,4.13,40.03
2020-12-11 08:55,4.29,40.25
2020-12-11 08:57,4.39,39.65
2020-12-11 08:59,4.53,39.41
2020-12-11 09:01,4.64,39.44
2020-12-11 09:03,4.78,39.44
2020-12-11 09:05,4.9,39.4
2020-12-11 09:07,5.02,38.52
2020-12-11 09:09,5.13,38.51
2020-12-11 09:11,5.2,38.06
2020-12-11 09:13,5.26,37.84
2020-12-11 09:15,5.36,37.6
2020-12-11 09:17,5.4,37.39
2020-12-11 09:19,5.52,37.53
2020-12-11 09:21,5.56,36.85
2020-12-11 09:23,5.68,36.41
2020-12-11 09:25,5.74,36.11
2020-12-11 09:27,5.83,36.02
2020-12-11 09:29,5.89,35.84
2020-12-11 09:31,5.94,35.65
2020-12-11 09:33,6.01,35.39
2020-12-11 09:35,6.07,35.17
2020-12-11 09:37,6.16,35.08
2020-12-11 09:39,6.17,35.56
2020-12-11 09:41,6.24,35.46
2020-12-11 09:43,6.27,35.48
2020-12-11 09:45,6.35,36.56
2020-12-11 09:47,6.39,35.61
2020-12-11 09:49,6.42,35.64
2020-12-11 09:51,6.48,35.37
2020-12-11 09:53,6.52,35.25
2020-12-11 09:55,6.54,35.11
2020-12-11 09:57,6.55,35.06
2020-12-11 09:59,6.61,34.98
2020-12-11 10:01,6.59,35.1
2020-12-11 10:03,6.66,35.22
2020-12-11 10:05,6.7,35.65
2020-12-11 10:07,6.69,36.02
2020-12-11 10:09,6.65,35.34
2020-12-11 10:11,6.63,35.35
2020-12-11 10:13,6.42,32.82
2020-12-11 10:15,5.87,33.22
2020-12-11 10:17,5.28,33.95
2020-12-11 10:19,4.32,35.01
2020-12-11 10:21,3.21,38.11
2020-12-11 10:23,2.69,41.39
2020-12-11 10:25,2.29,47.47
2020-12-11 10:27,2.06,48.97
2020-12-11 10:29,1.88,53.02
2020-12-11 10:31,1.71,50.35
2020-12-11 10:33,1.65,48.22
2020-12-11 10:35,1.57,48.46
2020-12-11 10:37,1.5,42.13
2020-12-11 10:39,1.39,42.69
2020-12-11 10:41,1.33,43.23
2020-12-11 10:43,1.29,44.85
2020-12-11 10:45,1.27,46.73
2020-12-11 10:47,1.29,47.11
2020-12-11 10:49,1.31,44.52
2020-12-11 10:51,1.35,44.95
2020-12-11 10:53,1.43,46.03
2020-12-11 10:55,1.49,46.12
2020-12-11 10:57,1.58,44.39
2020-12-11 10:59,1.64,46.49
2020-12-11 11:01,1.76,47.6
2020-12-11 11:03,1.83,49.62
2020-12-11 11:05,1.94,49.46
2020-12-11 11:07,2.06,42.01
2020-12-11 11:09,2.08,44.76
2020-12-11 11:11,2.07,47.24
2020-12-11 11:13,2.1,48.58
2020-12-11 11:15,2.08,44.16
2020-12-11 11:17,2.07,46.99
2020-12-11 11:19,2.03,45.69
2020-12-11 11:21,1.94,43.16
2020-12-11 11:23,1.92,49.01
2020-12-11 11:25,1.8,45.66
2020-12-11 11:27,1.73,48.52
2020-12-11 11:29,1.61,45.02
2020-12-11 11:31,1.52,46.9
2020-12-11 11:33,1.38,45.25
2020-12-11 11:35,1.22,43.55
2020-12-11 11:37,1.01,44.18
2020-12-11 11:39,0.88,45.63
2020-12-11 11:41,0.83,45.43
2020-12-11 11:43,0.81,44.58
2020-12-11 11:45,0.8,45.7
2020-12-11 11:47,0.8,46.08
2020-12-11 11:49,0.72,45.16
2020-12-11 11:51,0.75,44.88
2020-12-11 11:53,0.68,45.52
2020-12-11 11:55,0.72,45.25
2020-12-11 11:57,0.73,45.37
2020-12-11 11:59,0.67,46.32
2020-12-11 12:01,0.52,44.65
2020-12-11 12:03,0.36,45.09
2020-12-11 12:05,0.24,43.91
2020-12-11 12:07,0.2,43.45
2020-12-11 12:09,0.16,41.43
2020-12-11 12:11,0.13,41.22
2020-12-11 12:13,0.13,43.13
2020-12-11 12:15,0.14,44.5
2020-12-11 12:17,0.1,43.13
2020-12-11 12:19,0.12,44.7
2020-12-11 12:21,0.15,44.15
2020-12-11 12:23,0.16,46.26
2020-12-11 12:25,0.21,43.48
2020-12-11 12:27,0.24,44.54
2020-12-11 12:29,0.28,43.95
2020-12-11 12:31,0.33,43.45
2020-12-11 12:33,0.4,41.39
2020-12-11 12:35,0.4,42.17
2020-12-11 12:37,0.43,44.7
2020-12-11 12:39,0.37,41.97
2020-12-11 12:41,0.32,42.07
2020-12-11 12:43,0.29,40.32
2020-12-11 12:45,0.25,38.51
2020-12-11 12:47,0.12,39.03
2020-12-11 12:49,-0.02,40.62
2020-12-11 12:51,-0.15,40.28
2020-12-11 12:53,-0.26,40.14
2020-12-11 12:55,-0.28,42.0
2020-12-11 12:57,-0.39,41.92
2020-12-11 12:59,-0.43,40.38
2020-12-11 13:01,-0.5,42.36
2020-12-11 13:03,-0.58,43.11
2020-12-11 13:05,-0.59,42.27
2020-12-11 13:07,-0.66,41.55
2020-12-11 13:09,-0.68,42.32
2020-12-11 13:11,-0.69,38.24
2020-12-11 13:13,-0.75,38.74
2020-12-11 13:15,-0.85,37.03
2020-12-11 13:17,-0.94,39.81
2020-12-11 13:19,-1.01,43.43
2020-12-11 13:21,-1.03,43.23
2020-12-11 13:23,-1.09,41.07
2020-12-11 13:25,-1.15,42.82
2020-12-11 13:27,-1.11,44.34
2020-12-11 13:29,-1.1,44.21
2020-12-11 13:31,-1.09,43.77
2020-12-11 13:33,-1.09,43.37
2020-12-11 13:35,-1.1,44.25
2020-12-11 13:37,-1.06,42.98
2020-12-11 13:39,-1.0,40.08
2020-12-11 13:41,-1.0,40.35
2020-12-11 13:43,-0.97,44.55
2020-12-11 13:45,-0.95,44.26
2020-12-11 13:47,-0.94,43.28
2020-12-11 13:49,-0.98,42.33
2020-12-11 13:51,-0.94,42.12
2020-12-11 13:53,-0.91,44.26
2020-12-11 13:55,-0.96,44.68
2020-12-11 13:57,-0.91,45.74
2020-12-11 13:59,-0.87,43.29
2020-12-11 14:01,-0.89,44.0
2020-12-11 14:03,-0.86,44.72
2020-12-11 14:05,-0.87,43.84
2020-12-11 14:07,-0.86,42.83
2020-12-11 14:09,-0.87,43.0
2020-12-11 14:11,-0.86,41.56
2020-12-11 14:13,-0.84,40.74
2020-12-11 14:15,-0.87,44.84
2020-12-11 14:17,-0.87,44.75
2020-12-11 14:19,-0.86,41.85
2020-12-11 14:21,-0.83,43.5
2020-12-11 14:23,-0.82,43.57
2020-12-11 14:25,-0.82,43.57
2020-12-11 14:27,-0.77,42.3
2020-12-11 14:29,-0.79,42.31
2020-12-11 14:31,-0.74,42.94
2020-12-11 14:33,-0.68,43.95
2020-12-11 14:35,-0.65,44.44
2020-12-11 14:37,-0.68,43.54
2020-12-11 14:39,-0.62,44.88
2020-12-11 14:41,-0.61,45.57
2020-12-11 14:43,-0.53,43.81
2020-12-11 14:45,-0.54,44.95
2020-12-11 14:47,-0.53,43.95
2020-12-11 14:49,-0.49,43.75
2020-12-11 14:51,-0.45,41.66
2020-12-11 14:53,-0.44,42.47
2020-12-11 14:55,-0.44,42.01
2020-12-11 14:57,-0.44,41.09
2020-12-11 14:59,-0.41,43.04
2020-12-11 15:01,-0.41,43.27
2020-12-11 15:03,-0.41,43.18
2020-12-11 15:05,-0.4,43.4
2020-12-11 15:07,-0.43,43.24
2020-12-11 15:09,-0.43,42.65
2020-12-11 15:11,-0.44,42.65
2020-12-11 15:13,-0.39,42.55
2020-12-11 15:15,-0.42,42.53
2020-12-11 15:17,-0.4,42.66
2020-12-11 15:19,-0.44,42.75
2020-12-11 15:21,-0.4,43.47
2020-12-11 15:23,-0.39,43.32
2020-12-11 15:25,-0.4,43.79
2020-12-11 15:27,-0.4,43.47
2020-12-11 15:29,-0.4,44.55
2020-12-11 15:31,-0.45,49.02
2020-12-11 15:33,-0.54,47.27
2020-12-11 15:35,-0.66,47.58
2020-12-11 15:37,-0.73,47.34
2020-12-11 15:39,-0.72,45.02
2020-12-11 15:41,-0.76,45.4
2020-12-11 15:43,-0.79,43.23
2020-12-11 15:45,-0.74,43.15
2020-12-11 15:47,-0.8,45.09
2020-12-11 15:49,-0.75,48.4
2020-12-11 15:51,-0.73,47.46
2020-12-11 15:53,-0.72,46.38
2020-12-11 15:55,-0.66,47.16
2020-12-11 15:57,-0.67,47.48
2020-12-11 15:59,-0.61,51.55
2020-12-11 16:01,-0.58,48.77
2020-12-11 16:03,-0.57,46.54
2020-12-11 16:05,-0.53,49.35
2020-12-11 16:07,-0.43,49.55
2020-12-11 16:09,-0.4,49.47
2020-12-11 16:11,-0.36,48.46
2020-12-11 16:13,-0.28,48.64
2020-12-11 16:15,-0.26,48.36
2020-12-11 16:17,-0.19,48.98
2020-12-11 16:19,-0.16,48.87
2020-12-11 16:21,-0.14,46.74
2020-12-11 16:23,-0.21,46.03
2020-12-11 16:25,-0.35,47.0
2020-12-11 16:27,-0.51,48.42
2020-12-11 16:29,-0.7,47.75
2020-12-11 16:31,-0.89,49.47
2020-12-11 16:33,-1.06,46.85
2020-12-11 16:35,-1.19,49.95
2020-12-11 16:37,-1.45,49.68
2020-12-11 16:39,-1.74,52.18
2020-12-11 16:41,-1.99,52.56
2020-12-11 16:43,-2.18,53.19
2020-12-11 16:45,-2.33,53.29
2020-12-11 16:47,-2.49,53.27
2020-12-11 16:49,-2.61,54.53
2020-12-11 16:51,-2.81,53.37
2020-12-11 16:53,-3.07,53.68
2020-12-11 16:55,-3.27,52.41
2020-12-11 16:57,-3.4,54.9
2020-12-11 16:59,-3.55,52.81
2020-12-11 17:01,-3.63,53.74
2020-12-11 17:03,-3.7,54.74
2020-12-11 17:05,-3.8,53.93
2020-12-11 17:07,-3.99,55.4
2020-12-11 17:09,-4.2,53.75
2020-12-11 17:11,-4.42,54.14
2020-12-11 17:13,-4.54,54.53
2020-12-11 17:15,-4.6,54.32
2020-12-11 17:17,-4.69,54.37
2020-12-11 17:19,-4.79,54.64
2020-12-11 17:21,-4.81,56.51
2020-12-11 17:23,-4.87,57.99
2020-12-11 17:25,-4.85,56.68
2020-12-11 17:27,-4.86,55.98
2020-12-11 17:29,-4.93,56.57
2020-12-11 17:31,-5.0,54.99
2020-12-11 17:33,-5.05,53.31
2020-12-11 17:35,-5.03,54.42
2020-12-11 17:37,-5.11,53.68
2020-12-11 17:39,-5.12,57.84
2020-12-11 17:41,-5.13,55.87
2020-12-11 17:43,-5.16,55.06
2020-12-11 17:45,-5.22,56.55
2020-12-11 17:47,-5.3,57.61
2020-12-11 17:49,-5.44,55.47
2020-12-11 17:51,-5.52,54.34
2020-12-11 17:53,-5.55,53.0
2020-12-11 17:55,-5.48,52.78
2020-12-11 17:57,-5.49,57.36
2020-12-11 17:59,-5.59,52.56
2020-12-11 18:01,-5.62,51.27
2020-12-11 18:03,-5.53,50.81
2020-12-11 18:05,-5.47,54.45
2020-12-11 18:07,-5.34,52.64
2020-12-11 18:09,-5.17,50.33
2020-12-11 18:11,-5.1,47.47
2020-12-11 18:13,-4.99,45.98
2020-12-11 18:15,-4.94,48.01
2020-12-11 18:17,-4.88,50.48
2020-12-11 18:19,-4.87,50.32
2020-12-11 18:21,-4.94,51.8
2020-12-11 18:23,-5.02,51.67
2020-12-11 18:25,-5.07,53.02
2020-12-11 18:27,-5.11,49.85
2020-12-11 18:29,-5.17,51.1
2020-12-11 18:31,-5.24,54.59
2020-12-11 18:33,-5.33,54.91
2020-12-11 18:35,-5.41,51.85
2020-12-11 18:37,-5.43,53.12
2020-12-11 18:39,-5.5,50.03
2020-12-11 18:41,-5.52,48.67
